frame_0.zeroDeg.bin, 18, 22
frame_0.zeroDeg.bin, 24, 1355
frame_0.zeroDeg.bin, 1357, 1409
frame_0.zeroDeg.bin, 1411, 1436
frame_0.zeroDeg.bin, 1448, 2799
frame_1.zeroDeg.bin, 16, 20
frame_1.zeroDeg.bin, 22, 1352
frame_1.zeroDeg.bin, 1354, 1406
frame_1.zeroDeg.bin, 1408, 1433
frame_1.zeroDeg.bin, 1445, 2794
frame_2.zeroDeg.bin, 15, 19
frame_2.zeroDeg.bin, 21, 1352
frame_2.zeroDeg.bin, 1354, 1406
frame_2.zeroDeg.bin, 1408, 1433
frame_2.zeroDeg.bin, 1446, 2795
frame_3.zeroDeg.bin, 17, 21
frame_3.zeroDeg.bin, 23, 1355
frame_3.zeroDeg.bin, 1357, 1409
frame_3.zeroDeg.bin, 1411, 1436
frame_3.zeroDeg.bin, 1448, 2798
frame_4.zeroDeg.bin, 17, 21
frame_4.zeroDeg.bin, 23, 1354
frame_4.zeroDeg.bin, 1356, 1408
frame_4.zeroDeg.bin, 1410, 1435
frame_4.zeroDeg.bin, 1447, 2797
frame_5.zeroDeg.bin, 17, 21
frame_5.zeroDeg.bin, 23, 1354
frame_5.zeroDeg.bin, 1356, 1408
frame_5.zeroDeg.bin, 1410, 1435
frame_5.zeroDeg.bin, 1447, 2797
frame_6.zeroDeg.bin, 16, 20
frame_6.zeroDeg.bin, 22, 1352
frame_6.zeroDeg.bin, 1354, 1406
frame_6.zeroDeg.bin, 1408, 1433
frame_6.zeroDeg.bin, 1445, 2795
frame_7.zeroDeg.bin, 17, 21
frame_7.zeroDeg.bin, 23, 1354
frame_7.zeroDeg.bin, 1356, 1408
frame_7.zeroDeg.bin, 1410, 1435
frame_7.zeroDeg.bin, 1447, 2797
frame_8.zeroDeg.bin, 16, 20
frame_8.zeroDeg.bin, 22, 1354
frame_8.zeroDeg.bin, 1356, 1408
frame_8.zeroDeg.bin, 1410, 1435
frame_8.zeroDeg.bin, 1447, 2797
frame_9.zeroDeg.bin, 18, 22
frame_9.zeroDeg.bin, 24, 1356
frame_9.zeroDeg.bin, 1358, 1410
frame_9.zeroDeg.bin, 1412, 1437
frame_9.zeroDeg.bin, 1449, 2799
frame_10.zeroDeg.bin, 16, 20
frame_10.zeroDeg.bin, 22, 1353
frame_10.zeroDeg.bin, 1355, 1407
frame_10.zeroDeg.bin, 1409, 1434
frame_10.zeroDeg.bin, 1446, 2796
frame_11.zeroDeg.bin, 17, 21
frame_11.zeroDeg.bin, 23, 1355
frame_11.zeroDeg.bin, 1357, 1409
frame_11.zeroDeg.bin, 1411, 1436
frame_11.zeroDeg.bin, 1448, 2798
frame_12.zeroDeg.bin, 17, 21
frame_12.zeroDeg.bin, 23, 1355
frame_12.zeroDeg.bin, 1357, 1409
frame_12.zeroDeg.bin, 1411, 1436
frame_12.zeroDeg.bin, 1448, 2798
frame_13.zeroDeg.bin, 16, 20
frame_13.zeroDeg.bin, 22, 1353
frame_13.zeroDeg.bin, 1355, 1407
frame_13.zeroDeg.bin, 1409, 1434
frame_13.zeroDeg.bin, 1446, 2796
frame_14.zeroDeg.bin, 18, 22
frame_14.zeroDeg.bin, 24, 1356
frame_14.zeroDeg.bin, 1358, 1410
frame_14.zeroDeg.bin, 1412, 1437
frame_14.zeroDeg.bin, 1449, 2799
frame_15.zeroDeg.bin, 17, 21
frame_15.zeroDeg.bin, 23, 1355
frame_15.zeroDeg.bin, 1357, 1409
frame_15.zeroDeg.bin, 1411, 1436
frame_15.zeroDeg.bin, 1448, 2798
frame_16.zeroDeg.bin, 15, 19
frame_16.zeroDeg.bin, 21, 1353
frame_16.zeroDeg.bin, 1355, 1407
frame_16.zeroDeg.bin, 1409, 1434
frame_16.zeroDeg.bin, 1446, 2796
frame_17.zeroDeg.bin, 17, 21
frame_17.zeroDeg.bin, 23, 1355
frame_17.zeroDeg.bin, 1357, 1409
frame_17.zeroDeg.bin, 1411, 1436
frame_17.zeroDeg.bin, 1448, 2798
frame_18.zeroDeg.bin, 18, 22
frame_18.zeroDeg.bin, 24, 1355
frame_18.zeroDeg.bin, 1357, 1409
frame_18.zeroDeg.bin, 1411, 1436
frame_18.zeroDeg.bin, 1448, 2798
frame_19.zeroDeg.bin, 16, 20
frame_19.zeroDeg.bin, 22, 1353
frame_19.zeroDeg.bin, 1355, 1407
frame_19.zeroDeg.bin, 1409, 1434
frame_19.zeroDeg.bin, 1446, 2796
frame_20.zeroDeg.bin, 17, 21
frame_20.zeroDeg.bin, 23, 1354
frame_20.zeroDeg.bin, 1356, 1408
frame_20.zeroDeg.bin, 1410, 1435
frame_20.zeroDeg.bin, 1447, 2797
frame_21.zeroDeg.bin, 17, 21
frame_21.zeroDeg.bin, 23, 1355
frame_21.zeroDeg.bin, 1357, 1409
frame_21.zeroDeg.bin, 1411, 1436
frame_21.zeroDeg.bin, 1448, 2798
frame_22.zeroDeg.bin, 17, 21
frame_22.zeroDeg.bin, 23, 1355
frame_22.zeroDeg.bin, 1357, 1409
frame_22.zeroDeg.bin, 1411, 1436
frame_22.zeroDeg.bin, 1448, 2798
frame_23.zeroDeg.bin, 17, 21
frame_23.zeroDeg.bin, 23, 1355
frame_23.zeroDeg.bin, 1357, 1409
frame_23.zeroDeg.bin, 1411, 1436
frame_23.zeroDeg.bin, 1448, 2798
